query_id,latency_ms,system
0,46.95296287536621,tiered-th0.75
1,28.524160385131836,tiered-th0.75
2,25.67768096923828,tiered-th0.75
3,26.161909103393555,tiered-th0.75
4,26.215076446533203,tiered-th0.75
5,26.3521671295166,tiered-th0.75
6,25.58612823486328,tiered-th0.75
7,26.882171630859375,tiered-th0.75
8,23.869991302490234,tiered-th0.75
9,25.528907775878906,tiered-th0.75
10,25.19512176513672,tiered-th0.75
11,24.67036247253418,tiered-th0.75
12,25.58422088623047,tiered-th0.75
13,24.953126907348633,tiered-th0.75
14,23.984193801879883,tiered-th0.75
15,25.356054306030273,tiered-th0.75
16,30.668020248413086,tiered-th0.75
17,27.092933654785156,tiered-th0.75
18,23.08487892150879,tiered-th0.75
19,21.853923797607422,tiered-th0.75
20,24.017333984375,tiered-th0.75
21,30.518054962158203,tiered-th0.75
22,23.460865020751953,tiered-th0.75
23,27.454853057861328,tiered-th0.75
24,31.89706802368164,tiered-th0.75
25,30.679941177368164,tiered-th0.75
26,30.405044555664062,tiered-th0.75
27,24.034738540649414,tiered-th0.75
28,24.396896362304688,tiered-th0.75
29,24.22189712524414,tiered-th0.75
30,24.88398551940918,tiered-th0.75
31,24.22618865966797,tiered-th0.75
32,27.3892879486084,tiered-th0.75
33,28.254032135009766,tiered-th0.75
34,25.265932083129883,tiered-th0.75
35,23.692846298217773,tiered-th0.75
36,25.03514289855957,tiered-th0.75
37,26.055335998535156,tiered-th0.75
38,22.97806739807129,tiered-th0.75
39,24.83391761779785,tiered-th0.75
40,24.441957473754883,tiered-th0.75
41,23.057937622070312,tiered-th0.75
42,22.777080535888672,tiered-th0.75
43,23.244142532348633,tiered-th0.75
44,23.329973220825195,tiered-th0.75
45,22.904157638549805,tiered-th0.75
46,22.888898849487305,tiered-th0.75
47,22.758007049560547,tiered-th0.75
48,22.62711524963379,tiered-th0.75
49,23.059844970703125,tiered-th0.75
50,22.398948669433594,tiered-th0.75
51,23.934125900268555,tiered-th0.75
52,23.637056350708008,tiered-th0.75
53,22.79186248779297,tiered-th0.75
54,22.777080535888672,tiered-th0.75
55,21.687984466552734,tiered-th0.75
56,21.508216857910156,tiered-th0.75
57,21.42500877380371,tiered-th0.75
58,21.898746490478516,tiered-th0.75
59,21.84009552001953,tiered-th0.75
60,22.367000579833984,tiered-th0.75
61,22.246837615966797,tiered-th0.75
62,21.647930145263672,tiered-th0.75
63,21.89016342163086,tiered-th0.75
64,21.56686782836914,tiered-th0.75
65,21.758079528808594,tiered-th0.75
66,21.53491973876953,tiered-th0.75
67,22.320985794067383,tiered-th0.75
68,22.710084915161133,tiered-th0.75
69,21.82316780090332,tiered-th0.75
70,21.493911743164062,tiered-th0.75
71,21.748065948486328,tiered-th0.75
72,21.578073501586914,tiered-th0.75
73,21.8050479888916,tiered-th0.75
74,22.08685874938965,tiered-th0.75
75,22.365808486938477,tiered-th0.75
76,22.27616310119629,tiered-th0.75
77,21.720170974731445,tiered-th0.75
78,21.505117416381836,tiered-th0.75
79,21.800994873046875,tiered-th0.75
80,22.174835205078125,tiered-th0.75
81,21.390914916992188,tiered-th0.75
82,21.78502082824707,tiered-th0.75
83,22.22585678100586,tiered-th0.75
84,23.066282272338867,tiered-th0.75
85,22.176027297973633,tiered-th0.75
86,22.147178649902344,tiered-th0.75
87,21.882057189941406,tiered-th0.75
88,22.23515510559082,tiered-th0.75
89,21.999120712280273,tiered-th0.75
90,21.522998809814453,tiered-th0.75
91,22.18794822692871,tiered-th0.75
92,22.774934768676758,tiered-th0.75
93,22.0339298248291,tiered-th0.75
94,21.74687385559082,tiered-th0.75
95,21.418094635009766,tiered-th0.75
96,21.791934967041016,tiered-th0.75
97,21.802902221679688,tiered-th0.75
98,22.001028060913086,tiered-th0.75
99,21.914958953857422,tiered-th0.75
