query_id,latency_ms,system
0,53.41911315917969,tiered-th0.6
1,26.588916778564453,tiered-th0.6
2,23.626089096069336,tiered-th0.6
3,23.276090621948242,tiered-th0.6
4,22.689104080200195,tiered-th0.6
5,22.408008575439453,tiered-th0.6
6,22.42588996887207,tiered-th0.6
7,23.57625961303711,tiered-th0.6
8,22.117137908935547,tiered-th0.6
9,22.76301383972168,tiered-th0.6
10,23.421049118041992,tiered-th0.6
11,21.687984466552734,tiered-th0.6
12,22.46403694152832,tiered-th0.6
13,23.303747177124023,tiered-th0.6
14,24.35588836669922,tiered-th0.6
15,28.711795806884766,tiered-th0.6
16,22.717952728271484,tiered-th0.6
17,22.520065307617188,tiered-th0.6
18,23.56696128845215,tiered-th0.6
19,26.28612518310547,tiered-th0.6
20,25.758028030395508,tiered-th0.6
21,24.2617130279541,tiered-th0.6
22,22.594690322875977,tiered-th0.6
23,25.198936462402344,tiered-th0.6
24,22.604942321777344,tiered-th0.6
25,22.24898338317871,tiered-th0.6
26,22.114038467407227,tiered-th0.6
27,22.017955780029297,tiered-th0.6
28,21.093130111694336,tiered-th0.6
29,23.411273956298828,tiered-th0.6
30,22.743701934814453,tiered-th0.6
31,22.523880004882812,tiered-th0.6
32,22.778749465942383,tiered-th0.6
33,22.871017456054688,tiered-th0.6
34,25.38013458251953,tiered-th0.6
35,24.075984954833984,tiered-th0.6
36,21.015167236328125,tiered-th0.6
37,22.385835647583008,tiered-th0.6
38,22.424697875976562,tiered-th0.6
39,22.0491886138916,tiered-th0.6
40,22.74298667907715,tiered-th0.6
41,21.936893463134766,tiered-th0.6
42,22.19700813293457,tiered-th0.6
43,22.073030471801758,tiered-th0.6
44,21.746397018432617,tiered-th0.6
45,20.702123641967773,tiered-th0.6
46,19.270896911621094,tiered-th0.6
47,19.51313018798828,tiered-th0.6
48,24.69611167907715,tiered-th0.6
49,28.0458927154541,tiered-th0.6
50,25.051116943359375,tiered-th0.6
51,22.487163543701172,tiered-th0.6
52,22.10092544555664,tiered-th0.6
53,22.851943969726562,tiered-th0.6
54,22.679805755615234,tiered-th0.6
55,22.563934326171875,tiered-th0.6
56,23.155927658081055,tiered-th0.6
57,22.610187530517578,tiered-th0.6
58,21.380186080932617,tiered-th0.6
59,22.532224655151367,tiered-th0.6
60,24.567127227783203,tiered-th0.6
61,24.704933166503906,tiered-th0.6
62,22.516965866088867,tiered-th0.6
63,21.84915542602539,tiered-th0.6
64,23.52309226989746,tiered-th0.6
65,23.354768753051758,tiered-th0.6
66,22.26996421813965,tiered-th0.6
67,21.691322326660156,tiered-th0.6
68,21.00682258605957,tiered-th0.6
69,21.744966506958008,tiered-th0.6
70,23.389816284179688,tiered-th0.6
71,22.809982299804688,tiered-th0.6
72,22.300004959106445,tiered-th0.6
73,23.040056228637695,tiered-th0.6
74,25.908946990966797,tiered-th0.6
75,23.950815200805664,tiered-th0.6
76,21.869182586669922,tiered-th0.6
77,22.129058837890625,tiered-th0.6
78,22.18008041381836,tiered-th0.6
79,22.88198471069336,tiered-th0.6
80,21.876811981201172,tiered-th0.6
81,21.97885513305664,tiered-th0.6
82,21.851778030395508,tiered-th0.6
83,22.38321304321289,tiered-th0.6
84,22.06897735595703,tiered-th0.6
85,22.3391056060791,tiered-th0.6
86,23.3001708984375,tiered-th0.6
87,22.94611930847168,tiered-th0.6
88,23.749828338623047,tiered-th0.6
89,21.99721336364746,tiered-th0.6
90,21.87180519104004,tiered-th0.6
91,21.486759185791016,tiered-th0.6
92,21.88587188720703,tiered-th0.6
93,22.984981536865234,tiered-th0.6
94,22.432804107666016,tiered-th0.6
95,22.89414405822754,tiered-th0.6
96,21.51799201965332,tiered-th0.6
97,21.689891815185547,tiered-th0.6
98,21.80790901184082,tiered-th0.6
99,27.68111228942871,tiered-th0.6
